,job title,company,region,location,additional info,skills required,is remote?,is fresher?
439,Data analyst,Sai Computers Limited,Meerut,"Meerut, Uttar Pradesh
+1 location","Complete data analysis of HT-meter like load survey, tamper/event data, billing and consumption with the help of MDAS (secure and bcits MDAS).
Employer
Active 11 days ago·More...",,No,NA
440,Data analyst,Ultimez,Hubli,"Hubli, Karnataka","Experienced in data analysis and data visualisation.
Experienced with data –binding frameworks.
Proficiency working with SQL databases and data pipelines.
Posted
Posted 30+ days ago·More...", Sql ,No,No
441,Data analyst,FIS Global,Bengaluru,"Bengaluru, Karnataka","Entity Relationship modeling, metadata systems, data quality tools and techniques.
Experienced (relevant combo of work and education).
Posted
Posted 30+ days ago·More...",,No,No
442,Data analyst,MMStartup,Chennai,"Chennai, Tamil Nadu","Experience in data manipulation and cleaning.
Preferred Experience: Strong background in data analysis, proficiency in statistical methods, expertise in data…
Posted
Posted 30+ days ago·More...",Stat,No,No
443,Data analyst,CSB Bank,Ernakulam,"Ernakulam, Kerala","Security Analyst - Risk, Compliance and ...MFT9839.
Information Security ManagementInformation Security Management Department.
Posted
Posted 1 day ago·More...",,No,NA
444,Data analyst,Virtual Binz,Udaipur,"Udaipur, Rajasthan","Enrich data configuration and datasets.
At least 1 year of experience in data analysis.
Our data team works with the core team and is responsible for testing,…
Posted
Posted 30+ days ago·More...",,No,No
445,Data analyst,FactEntry,Vellore,"Vellore, Tamil Nadu","0-2 years experience in a business environment (Financial), with strong analytical skills and some project management experience.
Posted
Posted 30+ days ago·More...",,No,No
446,Data analyst,SelFin India Financial Services,Mumbai,"Mumbai, Maharashtra","Create and oversee processes for data protection and data governance • Identify relevant vendors / solutions and maintain relationships.
Posted
Posted 30+ days ago·More...",,No,NA
447,Data analyst,Muthoottu Infotech Pvt Ltd.(MMSoftTech),Ernakulam,"Ernakulam, Kerala","Experience in creating mock-ups and data flow diagrams to explain the business processes.
Responsible for the requirements collection, review, analysis and…
Employer
Active 12 days ago·More...",,No,No
448,Data analyst,infoanalytica,Ahmedabad,"Ahmedabad, Gujarat","Responsible for data quality and data accuracy across a set of business data elements.
Responsible for defining key data elements and identifying data assets.
Posted
Posted 30+ days ago·More...",,No,NA
449,Data analyst,Link Group,Mumbai,"Mumbai, Maharashtra","Check data has been entered by each business data owner monthly into the sustainability data management system (Envizi) to ensure it has been entered accurately…
Posted
Posted 6 days ago·More...",,No,NA
450,Data analyst,Pyxidia TechLab LLP,Bengaluru,"Bengaluru, Karnataka","Gather benchmark data about jobs, compensation and benefits.
We are looking for an HR Analyst to gather and process qualitative and quantitative data around…
Posted
Posted 1 day ago·More...",,No,NA
451,Data analyst,Flexiti Financial,Remote in Hyderabad,"Remote in Hyderabad, Telangana","Proven ability to effectively analyze and interpret large amounts of raw data.
Reporting directly to the Credit Card Analytics Manager, the Reporting Analyst…
Employer
Active 15 days ago·More...",,Yes,NA
452,Data analyst,Vimaan Robotics,Bengaluru,"Bengaluru, Karnataka","2-4 years related experience such as data extraction and analytics, data quality, and database relational structures.
Posted
Posted 30+ days ago·More...",,No,No
453,Data analyst,Windmill Smart Solutions,Remote,Remote,"Use advanced data tools to recommend optimal resource allocation.
Provide forecasts rooted in both historical data and predictive analytics.
Posted
Posted 3 days ago·More...",,Yes,NA
454,Data analyst,Knack Ventures,Bopal,"Bopal, Ahmedabad, Gujarat","Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data…
Employer
Active 13 days ago·More...",,No,NA
455,Data analyst,Flipkart,Bengaluru,"Bengaluru, Karnataka","Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Posted
Posted 30+ days ago·More...",,No,NA
456,Data analyst,Maybank,Bengaluru,"Bengaluru, Karnataka","Perform data profiling to identify data quality issues.
Perform data mapping based on Data Warehouse, Data Design and Model.
Posted
Posted 30+ days ago·More...",,No,NA
457,Data analyst,Refresh Marketing,Coimbatore,"Coimbatore, Tamil Nadu","Proficiency in data collection, analysis, and presentation tools (e.g., Excel, statistical software, data visualization tools).
Total work: 2 years (Preferred).
Employer
Active 12 days ago·More...","Data Visualization, Stat, Excel",No,NA
458,Data analyst,Crypto Mize,Delhi,"Delhi, Delhi","Data Intelligence analyst have become a crucial function of every business.
Data intelligence is the process of using a wide range of application programs to…
Posted
Posted 30+ days ago·More...",,No,NA
459,Data analyst,Boston Consulting Group,New Delhi,"New Delhi, Delhi","Creating data models, data visualizations, and interactive dashboards using Tableau.
Experience in data visualization, data modeling, and dashboard design…
Posted
Posted 30+ days ago","Data Visualization, Dashboard, Tableau",No,No
460,Data analyst,Crypto Mize,Delhi,"Delhi, Delhi","Data Intelligence analyst have become a crucial function of every business.
Data intelligence is the process of using a wide range of application programs to…
Posted
Posted 30+ days ago·More...",,No,NA
461,Data analyst,JLL,Gurgaon,"Gurgaon, Haryana","Conduct data quality assurance procedures and ensure data integrity.
Interest in open source GIS and data.
Mapping and Visualization: Create maps, charts, and…
Posted
Posted 1 day ago·More...",,No,NA
462,Data analyst,Wibits Web Solutions,Nagercoil,"Nagercoil, Tamil Nadu","Verify and update existing data.
Excellent typing and data entry skills.
Enter data accurately and efficiently into our company database.
Posted
Posted 30+ days ago·More...",Excel,No,NA
463,Data analyst,Yuvo Health,Remote in Chennai,"Remote in Chennai, Tamil Nadu","Experience in using data to improve products or processes.
Strong analytical and problem solving capabilities; ability to synthesize data from multiple sources.
Posted
Posted 1 day ago·More...",,Yes,No
464,Data analyst,3M,Bengaluru,"Bengaluru, Karnataka","Works with the Development teams to identify ways to automate data reporting, and streamline current processes based on current and future data requests.
Posted
Posted 30+ days ago·More...",,No,NA
465,Data analyst,Buchprufer,Calicut,"Calicut, Kerala","Sound knowledge of data analytics tools.
Experience: Two years’ minimum on data mining and statistical analysis.
Posted
Posted 30+ days ago·More...","Data Mining, Stat",No,No
466,Data analyst,Insightland,Remote in Orissa,Remote in Orissa,"The necessary tools to facilitate your work and communication in a team of analysts.
Are proficient in Google Analytics and Google Tag Manager.
Posted
Posted 30+ days ago·More...",,Yes,NA
467,Data analyst,Magnus Composites Synergies Pvt Ltd,Bhiwandi,"Bhiwandi, Maharashtra","Proficiency in MIS reporting and data analysis.
Solid knowledge of data entry and mapping.
Prepare the data bank on various subject matters.
Posted
Posted 8 days ago·More...",,No,NA
468,Data analyst,Accenture,Gurgaon,"Gurgaon, Haryana","Project Role Description :Manage day-to-day activities of a data center, including physical and security checks, physical tape/media management, assistance with…
Posted
Posted 30+ days ago·More...",,No,NA
469,Data analyst,S&P Global,Ahmedabad,"Ahmedabad, Gujarat","Process data (Financial/ESG qualitative and quantitative data) and apply it in an accurate manner to the database using CSA guidance.
Posted
Posted 30+ days ago·More...",,No,NA
470,Data analyst,GreedyGame Media,Bengaluru,"Bengaluru, Karnataka","New data analysis or application.
Combining data from multiple sources like SQL tables,.
You'll be building insights from data, creating analytical dashboards,…
Posted
Posted 30+ days ago·More..."," Sql , Dashboard",No,NA
471,Data analyst,UST,Bengaluru,"Bengaluru, Karnataka","? 4-6 years of experience in data tagging verification and analysis for mobile/web domain.
? Define test scenarios against the data tag plan with detailed…
Posted
Posted 30+ days ago·More...",,No,No
472,Data analyst,KPMG,Mumbai,"Mumbai, Maharashtra","You will collaborate with various stakeholders to understand their data requirements and create interactive dashboards, reports, and visualizations that provide…
Posted
Posted 30+ days ago·More...",Dashboard,No,NA
473,Data analyst,Accenture,Bengaluru,"Bengaluru, Karnataka","ETL(Extract, Transport and Load) - Set of methods and tools to extract data from outside sources, transform it to fit an organization`s business needs and load…
Posted
Posted 11 days ago·More...",Etl,No,NA
474,Data analyst,RedBus,Bengaluru,"Bengaluru, Karnataka","Ability to present information professionally & concisely with supporting data.
Experience defining requirements and using data and metrics to draw business…
Posted
Posted 8 days ago·More...",,No,No
475,Data analyst,iCRC,Noida,"Noida, Uttar Pradesh","You'll be interested in working with and analysing data.
You will work with consultants and senior management in Strategic Advisory team and support them by…
Posted
Posted 30+ days ago·More...",,No,NA
476,Data analyst,Akscellence Info Solutions,New Delhi,"New Delhi, Delhi","Translate raw and refined data into data models suitable for consumption in BI and Data Warehousing applications.
Posted
Posted 30+ days ago·More...",,No,NA
477,Data analyst,i-Tech Infonet (P) Ltd,Rajkot,"Rajkot, Gujarat","Work involves XML or ePub (HTML+CSS) creation from various documents and editing of PDF file using Acrobat.
Project training will be given by the company.
Posted
Posted 30+ days ago·More...",,No,NA
478,Data analyst,Bristol Myers Squibb,Hyderabad,"Hyderabad, Telangana","Ability to deliver upgrade and continuous improvement infrastructure projects for Commercial data integration and data warehousing capabilities.
Posted
Posted 14 days ago",,No,NA
479,Data analyst,Crypto Mize,Delhi,"Delhi, Delhi","After the extraction of the data, therefore, Data Analysts have to convert the raw data into structured data by resolving the errors in the data, removing…
Posted
Posted 30+ days ago·More...",,No,NA
480,Data analyst,ALIQAN Technologies,Bengaluru,"Bengaluru, Karnataka","Experienced in collaborating with data engineers, data architects, business analysts, and other stakeholders to ensure seamless data integration and alignment…
Employer
Active 12 days ago·More...",,No,No
481,Data analyst,Neem Consulting,Remote in Bengaluru,"Remote in Bengaluru, Karnataka","Strong understanding of data modelling, data governance, and data security principles.
Experience in data product management, focusing on Snowflake data…
Posted
Posted 6 days ago·More...",,Yes,No
482,Data analyst,Accenture,Gurgaon,"Gurgaon, Haryana
+1 location","Experience with the preparation of data for visualization e g data profiling data cleansing volume assessment and partitioning modeling data etc.
Posted
Posted 5 days ago·More...",,No,No
483,Data analyst,Citco,Hyderabad,"Hyderabad, Telangana","Initial review and input of required maintenance to the underlying client / counterparty account conditions like static data, interest condition, schedule and…
Posted
Posted 30+ days ago·More...",Stat,No,NA
484,Data analyst,IDP Education Ltd,Chennai,"Chennai, Tamil Nadu","If you have a passion for high-performance computing, then you will be instrumental in building tools to manage a highly scalable, 24/7 available platform for…
Posted
Posted 1 day ago·More...",,No,NA
485,Data analyst,Micron,Hyderabad,"Hyderabad, Telangana","Subject matter expert (SME) in the data assignment and systems used to manage that data.
This includes but is not limited to maintaining master data records to…
Posted
Posted 6 days ago·More...",,No,NA
486,Data analyst,PLF Solutions,Panchkula,"Panchkula, Haryana","Has an in depth understanding of data management, big data management and data manipulation.
Transfer data from paper or digital formats into computer files or…
Employer
Active 10 days ago·More...",Big Data,No,NA
487,Data analyst,TechnipFMC,India,India,"Tools pertaining to employee data Management and updating records from Hire to Termination.
Our Vision: A customer focused, cost efficient, innovative, and high…
Posted
Posted 11 days ago·More...",,No,NA
488,Data analyst,CGI,Bengaluru,"Bengaluru, Karnataka","CGI offers a competitive compensation package with opportunities for growth and professional development.
Benefits for full-time, permanent members start on the…
Posted
Posted 5 days ago·More...",,No,NA
489,Data analyst,Sun Life,Gurgaon,"Gurgaon, Haryana","Strong understanding of advanced data mining techniques, curating, processing and transforming data to produce sound datasets.
5+ years of relevant experience.
Posted
Posted 30+ days ago·More...",Data Mining,No,No
490,Data analyst,Deloitte,Bengaluru,"Bengaluru, Karnataka","Cyber Security vigilantly protects Deloitte and client data.
Assist with the implementation of data security controls and design principles.
Posted
Posted 30+ days ago·More...",,No,NA
491,Data analyst,HILTI,Gurgaon,"Gurgaon, Haryana","The work includes data extraction, data transformation, data load and data quality management.
Excellent knowledge of connecting MS Power BI to various data…
Posted
Posted 30+ days ago·More...",Excel,No,NA
492,Data analyst,Rezo.ai.,Noida,"Noida, Uttar Pradesh","Data Visualization: Utilize data visualization tools (e.g., Tableau, Power BI) to create visually compelling representations of data that facilitate…
Posted
Posted 30+ days ago·More...","Data Visualization, Tableau",No,NA
493,Data analyst,Morningstar,Hybrid remote in Navi Mumbai,"Hybrid remote in Navi Mumbai, Maharashtra","Equipped with understanding of data competencies like data security, data analysis etc.
Understand Morningstar data models, data infrastructure from an end-to…
Posted
Posted 30+ days ago·More...",,Yes,NA
494,Data analyst,FIS Global,Bengaluru,"Bengaluru, Karnataka","Experienced (relevant combo of work and education).
Major projects or initiatives planned in AWS Cloud development.
Ready to work in UK shift timings.
Posted
Today·More...",,No,No
495,Data analyst,Eaton,Pune,"Pune, Maharashtra","Provide guidance on data management, data governance & data visualization-related principles within the group.
Using data and managing from RDBMS/ databases.
Posted
Posted 1 day ago·More...",Data Visualization,No,NA
496,Data analyst,Mordor Intelligence,Remote,Remote,"Adept at solving the problems research associates / analysts face.
Strong quantitative, research, and data analytical skills.
Posted
Posted 27 days ago·More...",,Yes,NA
497,Data analyst,SmartConnect Technologies (UNFYD),Wagle Estate,"Wagle Estate, Thane, Maharashtra","Proficiency in requirements elicitation techniques, process mapping, and data analysis.
Experience with project management tools, data visualization tools, and…
Posted
Posted 7 days ago·More...",Data Visualization,No,No
498,Data analyst,Sourcedesk Global,Kolkata,"Kolkata, West Bengal","Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
Posted
Posted 30+ days ago·More...",,No,NA
499,Data analyst,Bristol Myers Squibb,Hyderabad,"Hyderabad, Telangana","Ensure adherence to applicable data governance policies and procedures including management of data access policies and maintaining of data acquisition…
Posted
Posted 14 days ago",,No,NA
500,Data analyst,CRISIL,India,India,"Design and implement complex new functionality with a strong focus on reliability, performance and large data sets.
Code version control git or similar.
Posted
Posted 30+ days ago·More...",,No,NA
501,Data analyst,Netxcell,Vijayawada,"Vijayawada, Andhra Pradesh","Qualification i) Master's Degree in Technology/ Engineering (MTech/ ME) in E&C/ IT/ Computers/ Computer Science from a recognized University or institution with…
Posted
Posted 30+ days ago·More...",,No,NA
502,Data analyst,Mastercard,Gurgaon,"Gurgaon, Haryana","The Insights & Enablement team ensures we have the right infrastructure and tools to enable data-driven decisions and optimize productivity.
Posted
Posted 6 days ago·More...",,No,NA
503,Data analyst,BizTecno,Chandigarh,"Chandigarh, Chandigarh","Handling and analyzing large data.
Collecting, processing and performing statistical data analysis.
Python (Basic data manipulation using pandas, matplotlib,…
Posted
Posted 30+ days ago·More...","Python, Stat",No,NA
504,Data analyst,Maersk,Pune,"Pune, Maharashtra","Help convert raw data to.
Templates maintenance and update, system technical controlling, input data controlling.
And following up, forecast sign off summary.
Posted
Today·More...",,No,NA
505,Data analyst,Nimiety Careers,Indiranagar,"Indiranagar, Bengaluru, Karnataka","Map the data linkages across different source data systems and identify how the raw data can be used for final reporting requirements to management.
Employer
Active 16 days ago·More...",,No,NA
506,Data analyst,BigTapp Pte. Ltd,Chennai,"Chennai, Tamil Nadu","➢ Strong experience in mapping attributes, data profiling, data cleansing, and technical data quality etc.
➢ Good to understand data security features like data…
Posted
Posted 7 days ago·More...",,No,No
507,Data analyst,Bajaj Allianz General Insurance Company,India,India,"Advanced Analytics, Predictive Modeling, data analysis.
Build relevant products & journeys partner wise for captive customer data through analytics based…
Posted
Posted 30+ days ago·More...",,No,NA
508,Data analyst,Mastercard,Gurgaon,"Gurgaon, Haryana","Extensive experience using data visualization tools like Tableau.
Minimum 4 years of experience in statistical modeling, quantitative analysis, data engineering…
Posted
Posted 30+ days ago·More...","Data Visualization, Stat, Tableau",No,No
509,Data analyst,Deloitte,Hyderabad,"Hyderabad, Telangana","Adept in conducting preliminary research to ascertain data availability, and estimate time/effort.
The role works closely with the Lead Client Service Partner,…
Posted
Posted 18 days ago",,No,NA
510,Data analyst,Fluidonomics Solutions LLP,Pune,"Pune, Maharashtra","Summarizes and analyzes data; makes recommendations related to research findings.
Forecasts and tracks industry marketing and sales trends based on collected…
Employer
Active 11 days ago·More...",,No,NA
511,Data analyst,Citi,Bengaluru,"Bengaluru, Karnataka","Responsible for documenting data requirements, data collection / processing / cleaning, and exploratory data analysis; which may include utilizing statistical…
Posted
Posted 1 day ago·More...",Stat,No,NA
512,Data analyst,Information Services Group,Bengaluru,"Bengaluru, Karnataka","Support lead analysts with writing service provider profiles.
Analyze and interpret information from raw data and provide actionable insights.
Posted
Posted 13 days ago·More...",,No,NA
513,Data analyst,ALSTOM,Bengaluru,"Bengaluru, Karnataka","In this role, to best support the project/tender community, you will need to understand data needs, locate data sources, and present them in a concise and…
Posted
Posted 4 days ago·More...",,No,NA
514,Data analyst,ZF,Coimbatore,"Coimbatore, Tamil Nadu","Design and implement data models with SQL, PowerQuery and DAX to support data analysis and reporting needs.
Create visualization and reports to present data in…
Posted
Posted 30+ days ago·More...",,No,NA
515,Data analyst,Locuz Enterprise Solutions,Mumbai,"Mumbai, Maharashtra","Selling Expereince: Data Analytics or AWS Cloud Sales Must.
Data Analytics Sales & Business development, evaluating market for a new business opportunity, key…
Posted
Posted 30+ days ago·More...",,No,NA
516,Data analyst,ASM Technologies,Bengaluru,"Bengaluru, Karnataka","Experience with backend web development – node JS.
Experience with frontend web development – HTML, CSS, JQuery, and JavaScript.
Posted
Posted 30+ days ago·More...",,No,No
517,Data analyst,Saasvaap,India,India,"Understanding of data governance, data quality, and data management best practices.
Design and implement MDM solutions, including data modeling, data mapping,…
Posted
Posted 30+ days ago·More...",,No,NA
518,Data analyst,Bristol Myers Squibb,Remote in Hyderabad,"Remote in Hyderabad, Telangana","Any data processed in connection with role applications will be treated in accordance with applicable data privacy policies and regulations.
Posted
Posted 30+ days ago",,Yes,NA
519,Data analyst,Winning Edge,Bengaluru,"Bengaluru, Karnataka"," +5 years of Data Analysis, Modelling and Visualization are essential.
 Strong Business Acumen is essential as the Roles Involves Collaborating with Business…
Posted
Posted 30+ days ago·More...",,No,NA
520,Data analyst,FERRERO,Pune,"Pune, Maharashtra","Monitor business performance through continuous tracking of multiple data sources including Retail Audit, Brand Health and internal sales data.
Posted
Posted 30+ days ago·More...",,No,NA
521,Data analyst,BNP Paribas,Mumbai,"Mumbai, Maharashtra","Collaborate with key stakeholders (data stewards, business owners, data owners & process owners) in each line of.
This includes, but is not limited to,.
Posted
Posted 4 days ago·More...",,No,NA
522,Data analyst,NextGrowth Labs,Bengaluru,"Bengaluru, Karnataka","Acquire data from primary or secondary data sources and maintain databases/data systems Identify, analyze, and interpret trends or patterns in complex data sets…
Posted
Posted 30+ days ago·More...",,No,NA
523,Data analyst,PCDS Infotech,Mumbai,"Mumbai, Maharashtra","To analyse data for the research projects and prepare reports.
Be strong in anlaytical skills and logic and love analysing data to reveal underlying patterns.
Posted
Posted 30+ days ago·More...",,No,NA
524,Data analyst,HRS,Chandigarh,"Chandigarh, Chandigarh","HRS Data Consulting leverages a rich data landscape (procurement data, booking and payment data, rate data, web analytics data, etc.).
Posted
Posted 30+ days ago·More...",,No,NA
525,Data analyst,Google,Mumbai,"Mumbai, Maharashtra","Support local Sales teams in pursuit of key business opportunities, engaging customers to address aspects of the data life-cycle.
Posted
Posted 1 day ago·More...",,No,NA
526,Data analyst,Amex,Gurgaon,"Gurgaon, Haryana","Ability to handle large data sets & prior programming experience in SAS, SQL, Python and/or HQL (Hive Query Language) to write codes independently and…
Posted
Posted 5 days ago·More...",Python,No,No
527,Data analyst,Boston Consulting Group,Bengaluru,"Bengaluru, Karnataka","DRS works with both qualitative and quantitative data, conducting research and providing synthesized results from over 100 commercial sources, publicly…
Posted
Posted 30+ days ago",,No,NA
528,Data analyst,Goldman Sachs,Bengaluru,"Bengaluru, Karnataka","Exposure to large volumes of data (a.k.a ‘Big Data’) and the tools & techniques to interact with, and determine meaningful interpretations of, such data.
Posted
Posted 30+ days ago·More...",Big Data,No,NA
529,Data analyst,Crypto Mize,Delhi,"Delhi, Delhi","A Data Research Analyst is a person who specializes in providing quantitative, analytical, logical, and good at managing numbers and data, also known as data…
Posted
Posted 30+ days ago·More...",,No,NA
530,Data analyst,MidTown Software,Mohali,"Mohali, Punjab","Acquire data from primary or secondary data sources and maintain databases/data systems.
Cleanse and ensure data quality and data integrity while modeling new…
Posted
Posted 30+ days ago·More...",,No,NA
531,Data analyst,DoptitAI,Kochi,"Kochi, Kerala","Responsibilities: collect the data available from the available sources,load them to database,study data from different dimensions and present intelligent…
Posted
Posted 30+ days ago·More...",,No,NA
532,Data analyst,TIAA,Mumbai,"Mumbai, Maharashtra","Under close supervision, this job helps build the software applications and programs, based on internal and external data structure, and works with enterprise…
Posted
Posted 14 days ago·More...",Data Structure,No,NA
533,Data analyst,Squirrel Softech services private limited,Makarba,"Makarba, Ahmedabad, Gujarat","A Tableau Developer uses the Tableau platform for data analysis, data visualization, and the BI process of an organization.
Total work: 1 year (Preferred).
Posted
Posted 9 days ago·More...","Data Visualization, Tableau",No,NA
534,Data analyst,Marsh,Mumbai,"Mumbai, Maharashtra","Performs detailed analyses to identify and resolve potential data integrity and reporting issues.
Prepares data analysis and materials for executive leadership…
Posted
Posted 30+ days ago·More...",,No,NA
535,Data analyst,Rapidera Technologies Pvt Ltd,Pune,"Pune, Maharashtra","Hands on experience as a data engineer or data scientist in the past.
Able to understand architectures and data lineage of legacy systems/Databases and DW data…
Employer
Active 21 days ago·More...",,No,No
536,Data analyst,Bristol Myers Squibb,Hyderabad,"Hyderabad, Telangana","Ensure adherence to applicable data governance policies and procedures including management of data access policies and maintaining of data acquisition…
Posted
Posted 14 days ago",,No,NA
537,Data analyst,Sawara Solutions Pvt Ltd,Bengaluru,"Bengaluru, Karnataka","Cleanse and curate sourced data into standardized reporting templates.
Users will be able to book an online appointment based on their interests with the…
Employer
Active 12 days ago·More...",,No,NA
538,Data analyst,Alstone Manufacturing,India,India,"Performing data mining and data analysis activities to explore big data that will identify gaps and drive new Strategies.
Working Days : 6 Days in a week.
Posted
Posted 30+ days ago·More...","Data Mining, Big Data",No,NA
539,Data analyst,Eccentric,Remote,Remote,"Ensure 100% data adherence for every release by working with quality assurance and providing recommendations for the commissioning and decommissioning of data…
Posted
Posted 30+ days ago·More...",,Yes,NA
540,Data analyst,Young Turtle LLP,Ahmedabad,"Ahmedabad, Gujarat","Strong computer skills and experience working with data.
Extract predictive signals from financial data through statistical analysis methods.
Posted
Posted 8 days ago·More...",Stat,No,No
541,Data analyst,M.K GROUP,Pune,"Pune, Maharashtra","Job Types: Full-time, Permanent.
Pune, Maharashtra: Reliably commute or planning to relocate before starting work (Required).
Total work: 3 years (Preferred).
Employer
Active 10 days ago·More...",,No,NA
542,Data analyst,Accenture,Gurgaon,"Gurgaon, Haryana","The team reviews and resolves discrepancies identified by the system or through manual checks as per guidelines, issues data clarification forms as and when…
Posted
Posted 1 day ago·More...",,No,NA
543,Data analyst,Squareboat,Gurgaon,"Gurgaon, Haryana","Excellent verbal/written communication and data presentation skills, including an ability to effectively communicate with both business and technical teams.
Posted
Posted 30+ days ago·More...",Excel,No,NA
544,Data analyst,Research Nester,Noida,"Noida, Uttar Pradesh","Tech or MBA (Preferably) Duties and Responsibilities â€¢ Writing syndicated Market Research Industry reports on different verticals such as Healthcare,…
Posted
Posted 30+ days ago·More...",,No,NA
545,Data analyst,Zscaler,Bengaluru,"Bengaluru, Karnataka","8+ years of professional experience in data science or a related role.
Mentorship: Guide and mentor junior data scientists, helping them develop their skills.
Posted
Posted 4 days ago·More...",,No,No
546,Data analyst,Axis My India,Mumbai,"Mumbai, Maharashtra","Identify data quality metrics and execute data quality audits to benchmark the state of data quality.
Develop recommendations for optimal approaches to resolve…
Posted
Posted 18 days ago·More...",Stat,No,NA
547,Data analyst,Yash Technologies,Pune,"Pune, Maharashtra","Strong understanding of DAX, data modeling, and data visualization.
Connect and import data from various data sources, including on-premises and cloud-based…
Posted
Posted 20 days ago·More...",Data Visualization,No,NA
548,Data analyst,Lowe's,Bengaluru,"Bengaluru, Karnataka","Establish data governance frameworks for established and new processes.
Maintain existing customer success metrics and data as directed.
Posted
Posted 5 days ago·More...",,No,NA
549,Data analyst,Maersk,Pune,"Pune, Maharashtra","Assist FBP to perform OS data analysis.
Quality control the data in the OS for both actual and ROFO.
To perform monthly management reporting activities and…
Posted
Today·More...",,No,NA
550,Data analyst,Outsource Bigdata,Remote,Remote,"We are looking for Trainee data analyst – Excel operators.
Trainee Data Analyst – Excel Operator.
Any Degree BBA, B.com, BA, etc.
Posted
Posted 30+ days ago·More...",Excel,Yes,NA
551,Data analyst,Capline Services,Noida,"Noida, Uttar Pradesh","Attention to detail and ability to analyze and interpret data.
Immediate joiners required / 15 days preferable.
Coordinating between Onshore & Offshore teams.
Posted
Posted 27 days ago·More...",,No,NA
552,Data analyst,Equifax,Mumbai,"Mumbai, Maharashtra","Experience in pivot tables, review data sets, implement complex searches, and provide analytical recommendations based on the data gathered.
Posted
Posted 7 days ago·More...",,No,No
553,Data analyst,McKinsey & Company,Bengaluru,"Bengaluru, Karnataka","Ability to coach and guide junior data analyst in the team.
You will be involved in all data-related activities from data tracking, data cleansing, data…
Posted
Posted 30+ days ago·More...",,No,NA
554,Data analyst,NEXTracker,Hyderabad,"Hyderabad, Telangana","4.Experience in data visualization platforms (e.g., Tableau, PowerBI, Quicksight).
4.Use advanced analytics models in Python or R for data discovery, uncovering…
Posted
Posted 16 days ago·More...","Python, Data Visualization,  R , Tableau, Powerbi",No,No
555,Data analyst,EY,Bengaluru,"Bengaluru, Karnataka","Perform data analysis to assess quality and meaning of data, maintain database and data systems to ensure reorganization of data in a readable format.
Posted
Posted 2 days ago·More...",,No,NA
556,Data analyst,IndustryARC,Remote,Remote,"❖ Understanding the Process to Quantification of data.
❖ Ability to do secondary research and data gathering through authentic sources.
Posted
Posted 30+ days ago·More...",,Yes,NA
557,Data analyst,Bristol Myers Squibb,Remote in Hyderabad,"Remote in Hyderabad, Telangana","Any data processed in connection with role applications will be treated in accordance with applicable data privacy policies and regulations.
Posted
Posted 30+ days ago",,Yes,NA
558,Data analyst,Altus Group,Hyderabad,"Hyderabad, Telangana","Contribute to the maintenance and accuracy of internal data management systems.
Manage periodic setup of work files including verifying and reviewing source…
Posted
Posted 4 days ago·More...",,No,NA
559,Data analyst,SKD Academy,Lucknow,"Lucknow, Uttar Pradesh","Providing technical expertise in data storage structures, data mining, and data cleansing.
Work experience as a data analyst or in a related field.
Posted
Posted 9 days ago·More...",Data Mining,No,No
560,Data analyst,Taboola,Gurgaon,"Gurgaon, Haryana","2+ years experience working as a data analyst position in a data-rich environment.
Data Analysis: Perform data analysis on advertising data to identify…
Posted
Posted 11 days ago·More...",,No,No
561,Data analyst,Ashok Maheshwary & Associates,Gurgaon,"Gurgaon, Haryana","Research worldwide market, data analysis.
Checking to ensure the accuracy of the data that has been inputted.
Basic emails for sales/Marketing.
Posted
Posted 30+ days ago·More...",,No,NA
562,Data analyst,Ahex Technologies,Hyderabad,"Hyderabad, Telangana","Ability to understand the business and data requirements to support the data visualization team, and assisting in decision making to solve complex problems.
Posted
Posted 30+ days ago·More...",Data Visualization,No,NA
563,Data analyst,YouGov,Navi Mumbai,"Navi Mumbai, Maharashtra","Utilising data collection and other strategies to optimize statistical efficiency and quality.
Ensuring that the data/information analysed is error-free and…
Posted
Posted 30+ days ago·More...",Stat,No,NA
564,Data analyst,Juniper Networks,Bengaluru,"Bengaluru, Karnataka","Ingest streaming/batched real-time data from multiple cloud and on-premises data sources.
Build and manage data pipeline workflows that ingest real-time,…
Posted
Posted 30+ days ago·More...",,No,NA
565,Data analyst,Tiger Analytics,Bengaluru,"Bengaluru, Karnataka","Adept understanding of various data science approaches, machine learning algorithms, and statistical methods.
Develop and enhance algorithms and models to solve…
Posted
Posted 26 days ago·More...","Machine Learning, Stat",No,NA
566,Data analyst,NXGN Sports Interactive Pvt Ltd,Ahmedabad,"Ahmedabad, Gujarat","Experience in creating, collecting, analysing and communicating business insights from data.
Bachelor’s degree; MBA or relevant technical degree preferred with…
Employer
Active 15 days ago·More...",,No,No
567,Data analyst,Bristol Myers Squibb,Hyderabad,"Hyderabad, Telangana","Ensure adherence to applicable data governance policies and procedures including management of data access policies and maintaining of data acquisition…
Posted
Posted 14 days ago",,No,NA
